CX1	CX2	CX3	CX4	CX5	CX6	CX7	CX8	CX9	CX10	CX11	CX12	CX13	CX14	CX15	CX16	CX17
TCGA-06-A7TL	2.252	7.895	46.61	34.71	22.5	1.426	42.47	2.504	0	0	1.827	0.3401	19	0	32.46	0	0
TCGA-08-0244	4.613	0	17.14	32.75	0.2058	5.545	1.816	0	0	0	0	0.1842	3.449	0	0	0	0
TCGA-08-0245	4.099	0	23.98	35.16	7.142	4.122	0	9.549	0	0	1.521	0.7932	11.78	0	0	0	0
TCGA-08-0246	5.409	9.296	0	0	1.856	3.285	11.55	0	0	0	0	0	0.8536	0	0	0	0
TCGA-08-0344	5.36	0	2.853	17.89	0	2.154	1.366	0	0	0	0	0	0	11.81	0	0	2.238
TCGA-08-0345	5.408	11.3	0	0	0.2946	0	0	0	1.069	3.287	0	0	1.465	11.92	2.22	0	0
TCGA-08-0347	5.319	17.98	0	0	0	0	1.5	0	0	0	0	0	1.646	6.538	6.145	0	0
TCGA-08-0348	5.193	0	5.941	25.96	0	5.446	0	0	0	0	0	0	0	0.4739	0	0	0
TCGA-08-0349	5.245	3.023	0	0	0	0	0	0	0	0	0	0.2346	5.228	6.944	16.49	2.01	0
TCGA-08-0350	4.515	11.78	18.25	0	0	0	6.711	0	0	0	0	0	0	0	3.087	0	0
TCGA-08-0351	5.181	24.97	0	1.022	0.3296	0	0	0	0	0	0	0	0	1.84	12.41	0	0
TCGA-08-0352	4.625	17.59	12.29	0	0.7481	0	1.259	0	0	2.955	0	0	1.738	6.829	9.165	0	0
TCGA-08-0353	4.512	19.6	14.62	1.692	1.852	0	0	0	5.079	0	0	0	0.4026	9.01	9.672	0	0
TCGA-08-0355	4.278	0	21.11	28.78	0	3.752	0	2.347	0	0	0	0.165	1.609	3.34	11.27	0	0
TCGA-08-0356	5.387	12.65	0	0	0	0	0	0	0	0	0	0	1.749	12.37	4.415	0	0
TCGA-08-0357	5.347	0	0	22.16	0	4.732	0	0	0	0	0	0	2.825	2.581	0	0	19.64
TCGA-08-0359	5.322	0	3.501	26.15	0	5.896	0	0	0	0	0	0	0	1.664	0	0	0
TCGA-08-0373	5.536	9.516	0	0	0	0	0	0	0	0	0	0.4689	0	6.426	0	0	0
TCGA-08-0375	4.826	8.589	11.3	31.59	1.191	5.417	0	0	0	0	0	0	1.629	0	0	0	3.102
TCGA-08-0385	4.886	0	10.11	25.93	0	5.856	0.9935	1.295	0	0	0	0	3.056	0	0	0	10.98
TCGA-08-0389	5.44	3.008	0	0	2.73	1.189	3.299	0	1.392	3.835	0.5836	0	10.08	0	0	0	0
TCGA-08-0390	5.192	7.142	5.811	0	0	1.378	2.714	1.691	0	0	0	0	0	0	0	0	0
TCGA-08-0392	5.294	11.68	0	0	0.2621	0	0	0	0	0	0	0	0	12.74	8.73	0	6.262
TCGA-09-0364	2.965	65.94	37.72	9.942	10.71	1.499	0	6.37	0	0	0	0	0	0	5.766	2.416	0
TCGA-09-0365	4.45	21.04	14.26	4.763	3.991	4.489	3.677	9.542	1.075	0	0	0.2512	2.261	0	0	0	22.08
TCGA-09-0366	4.383	38.3	14.21	10.08	6.684	3.798	2.718	9.836	5.409	0	0	0	4.025	0	0	1.427	0
TCGA-09-0367	0	70.76	81.46	15.79	31.68	0	27.28	9.87	0	0	0	0	0	0	35.37	0	11.29
TCGA-09-0369	2.711	45.64	48.94	11.3	3.231	0	0	0	3.45	2.291	0.6221	0	0	0	0	2.5	0
TCGA-09-1659	3.197	40.05	36.87	26.46	9.265	2.262	6.043	7.235	6.156	4.843	1.212	0	0	0	0	0	0
TCGA-09-1661	3.231	33.78	38.26	32.42	6.2	3.942	5.445	3.023	0	0	0	0.7519	0.8888	0	2.738	0	0
TCGA-09-1662	2.115	43.15	61.12	0	0	0	0	0	0	0	0	1.098	0	0	0	0	0
TCGA-09-1664	5.339	4.073	0	0	0.2057	0	0	0	0	0	0	0.3649	0	0	10.09	0	0
TCGA-09-1665	0	216.4	61.28	28.83	35.56	0	0	0	0	0	0	0.3858	0	0	28.26	12.07	0
TCGA-09-1666	3.336	19.77	38.64	0	0	0	1.526	0	0	0	0	0.9589	0	1.477	12.03	0	0
TCGA-09-1667	2.17	70.84	41.93	43.29	36.44	0	6.902	12.73	26.73	0	0	0.6158	11.72	1.101	0	0	11.76
TCGA-09-1668	2.989	4.97	46.59	32.18	0.608	3.54	2.089	0	2.381	0	0	0.9107	0	0	13.32	0	0
TCGA-09-1669	2.731	0	47.3	40.9	9.658	1.954	7.296	30.17	0	1.717	2.796	0.5205	3.041	0	0	0	16.72
TCGA-09-1670	4.895	7.328	11.36	15.43	0	1.951	0	1.386	0	0	0	0	0	9.91	0	0	0
TCGA-09-1672	5.585	4.148	0	6.08	0	5.591	0	0	0	0	0	0	0	0	0	0	0
TCGA-09-1673	1.349	159.9	0	359.6	84.66	0	0	35.52	0	9.53	0	0	0	0	17.17	13.54	18.18
TCGA-09-1674	3.043	25.88	43.57	17.04	5.891	1.528	0	7.803	7.743	4.596	0	0.3889	3.904	0	0	0	0
TCGA-09-1675	2.57	48.16	51.36	0	0	0	0	0	0	1.926	1.803	0	0	0	0	0	0
TCGA-09-2043	1.038	87.95	73.17	0	9.006	0	5.4	0	0	0	0	0	0	0	7.757	1.997	0
TCGA-09-2044	0.441	94.65	81.51	0	14.37	0	27.32	0	0	0	5.846	0	0	0	0	4.079	11.64
TCGA-09-2045	3.332	23.25	40.57	0	0	0	0	1.527	0	2.777	1.206	0.7274	0	0	0	0	0
TCGA-09-2049	0.7172	54.24	87.03	2.319	2.707	0	0	11.41	0	0	0	0	0	0	14.46	0	0
TCGA-09-2050	2.556	48.04	50.67	0	0	0	5.831	0	0	0	4.124	0	0	1.567	7.882	0	0
TCGA-09-2051	0.5942	78.17	75.53	37.07	17.03	0	0	12.04	0	0	0	0	0	0	24.22	5.115	0
TCGA-09-2053	3.142	47.7	40.65	0	3.648	2.515	14.28	0	2.739	0	1.118	0	0	0	0	0	0
TCGA-09-2054	2.352	61.4	48.45	9.209	10.72	0.4205	0	14.04	0	9.286	0.7684	0	0	0	0	2.633	9.116
TCGA-09-2055	3.706	18.08	33.68	0	0	0	0	0	2.254	0	0	0.9094	0	0.7037	3.807	0	0
TCGA-09-2056	3.513	33.47	35.99	0	0.2546	0	0	0	4.073	0	0	1.239	0	0	0	0	0
TCGA-10-0925	4.459	15.54	19.65	0	0	0.3509	0	0	0	0	0	0.1374	0	0	0	0	0
TCGA-10-0926	4.816	21.99	5.798	3.533	8.446	0	0.713	1.958	3.534	0	0	0	0	8.997	6.772	4.302	0
TCGA-10-0927	3.964	23.69	23.95	10.61	2.346	2.204	0	0	2.707	0	0	0.6198	0	0	0	0	20.84
TCGA-10-0928	1.66	63.93	62.9	0	3.352	0	0	0	0	0	0.498	0.7135	0	0	20.97	0	0
TCGA-10-0930	0.9894	6.856	81.48	36.76	4.881	0	0	0	2.225	1.564	2.228	0	0	0	0	0	47.35
TCGA-10-0931	2.53	23.86	54.49	2.178	5.493	0	3.101	0	3.748	0	0	0.154	0	0	5.464	0	0
TCGA-10-0933	3.087	0.7596	43.24	4.959	3.734	0	3.024	0	3.528	4.038	0	0	0	5.892	14.6	0	0
TCGA-10-0934	3.289	62.18	31.35	0	1.392	0	0	0	0	13.83	0	0	0	0	0	0	0
TCGA-10-0935	3.283	31.57	40.19	17.32	0	2.063	0	2.785	0	6.619	0	0	0.1573	0	0	0	0
TCGA-10-0936	2.39	49.72	52.97	21.37	10.06	1.701	8.627	0	26.26	1.713	0	0	0	0	0	0	0
TCGA-10-0937	2.551	30.9	57.01	4.582	0	0	1.673	0	0	0	0	0.8037	0	1.338	0	0	0
TCGA-10-0938	2.23	26.68	54.73	31.28	21.22	1.459	25.88	0	9.428	0	2.342	0.9117	21.57	0	0	0	0
TCGA-12-0615	4.714	15.74	13.08	0	1.534	0.7021	0	1.02	0	0	0.8034	0.149	4.761	0	0	0	0
TCGA-12-0616	4.926	18.08	0	2.976	20.29	3.573	34.92	2.607	8.804	0	5.856	1.653	27.35	0	0	0	0
TCGA-12-0618	4.871	0	11.02	27.65	2.386	0.8491	0	0	0	0	1.144	0	4.157	11.41	0	0	3.639
TCGA-12-0619	4.071	1.092	21.05	22.14	5.946	4.813	10.98	25.21	0	23.14	0	0.2344	4.896	0	5.162	0	0
TCGA-12-0620	5.248	25.64	0	0	3.132	0.4851	3.984	0	0	0	0.9113	0.6617	0	0	0	1.592	0
TCGA-12-0653	5.291	22.67	0	0	1.216	0.3172	0	0	1.322	0	0	0.4524	0	0	2.398	0	0
TCGA-12-0656	5.419	17.85	0	0	0.4145	0.7179	2.495	0	1.12	0.6955	1.112	0	0	0	0	0	0
TCGA-12-0657	5.342	21.25	0	0	1.681	0.4433	4.453	0	0	0	0.9762	0.292	2.612	0	0	0	0
TCGA-12-0662	4.783	42.78	5.352	10.96	6.894	2.252	10.15	0	1.785	5.662	0	0.8559	2.076	0	0	0	0
TCGA-12-0670	4.902	22.37	7.361	5.561	3.585	0	9.605	0	36.4	0	10.14	0	4.325	0	0	0	0
TCGA-12-0688	5.377	18.98	0	0	2.127	0	0	0	0	0	0.3684	0.1221	3.484	1.422	0	0	0
TCGA-12-0691	3.789	10.63	23.71	69.45	12.14	3.281	0	12.16	0	10.04	0	1.005	1.129	0	0	0	0
TCGA-12-0692	5.368	13.54	0	0	1.617	1.869	8.318	0	4.7	0	1.396	0	0	0	0	0	4.218
TCGA-12-0703	5.478	10.8	0	0	0.6091	0.3665	0.5875	0	2.196	0	0.8091	0	0	0	0	0	0
TCGA-12-0707	4.94	19.31	8.224	0	1.312	0	0	0	3.027	0	0	0.5883	2.004	0.9563	0	1.056	0
TCGA-12-0769	4.914	14.65	9.524	0	0	0	0	0	0	2.242	1.319	0	4.338	0	0	0	0
TCGA-12-0772	5.312	8.997	0	19.08	1.59	5.905	0	1.72	0.9232	1.144	0.5987	0	7.837	0	0	0	9.149
TCGA-12-0776	4.764	33.23	3.506	29.86	4.244	2.308	0	2.131	0	0	0	0.6851	0	0	13.21	0	0
TCGA-12-0778	4.88	49.94	6.722	0	0	0	0	0	2.321	0	0.4242	0	1.136	17.53	0	0	0
TCGA-12-0780	5.351	10.77	0	27.23	3.336	6.089	1.497	0	0	4.036	0.2469	0	5.084	0	0	0	0
TCGA-12-0818	4.808	0	11.67	26.83	0	5.64	3.122	13.03	0	4.889	0	1.063	0	0	2.709	0	4.95
TCGA-12-0819	5.513	9.504	0	0	0	2.034	0	0	1.767	0	0.4512	0	2.153	0	0	0	0
TCGA-12-0820	4.907	28.33	8.111	0	1.133	0	0	0	0	0	1.672	0.6314	3.489	0	0	0	0
TCGA-12-0821	4.935	17.54	9.031	0	1.047	0	8.87	0	3.803	2.353	1.336	0.6814	0	10.73	0	0	0
TCGA-12-0822	5.325	18.16	0	0	0.917	0	2.024	0	0	0	0	0	0	14.07	0	0	5.892
TCGA-12-0826	5.304	1.978	0	1.732	6.193	5.284	0	5.381	0	0	3.564	0	29.93	5.056	0	8.007	0
TCGA-12-0828	5.453	10.95	0	2.531	0.4655	0.3493	2.422	0	1.13	0	1.637	0.06842	1.445	0	0	0	0
TCGA-12-0829	5.288	20.65	0	4.909	5.43	1.205	0	5.692	4.508	2.956	0	0	0.6649	4.752	0	0	0
TCGA-12-1088	4.944	17.57	9.488	1.2	0	1.674	2.608	0	0	0	0.3474	0.1456	0	0	0	0	0
TCGA-12-1089	5.159	9.093	1.903	34.55	3.025	5.477	3.38	0	0	0	1.753	0	3.034	0	0	0	13.23
TCGA-12-1090	4.993	0	7.624	1.773	2.866	6.32	1.744	37.45	0	13.9	0	0.7916	0	0	0	0	0
TCGA-12-1091	4.975	54.29	3.118	0	0	0.2272	2.028	0	1.412	2.82	2.155	0.3837	0	0	0	0	0
TCGA-12-1092	5.115	11.54	5.209	0	0.9164	3.79	16.47	0	3.893	0	2.51	0	2.456	0	2.93	0	0
TCGA-12-1093	5.301	22.31	1.79	0	0	6.958	11.54	0	0	0	0	0	0	0	2.188	0	0
TCGA-12-1094	5.445	13.14	0	0	1.08	0.7418	4.188	0	0	0	0.5859	0	1.554	0	0	0	0
TCGA-12-1095	5.456	12.45	0	0	0.3957	0.5164	0	0	0	0	0	0.2256	0	0	0	0	0
TCGA-12-1096	5.147	10.85	4.873	0	2.704	4.314	13.28	0	0	0	0.4365	0.3696	3.383	0	0	0.8214	0
TCGA-12-1097	5.261	8.964	2.898	0	3.136	0	6.023	0	4.101	0	1.449	0.2584	4.031	0	0	0	0
TCGA-12-1098	4.927	54.67	2.714	12.82	0.3381	1.653	3.492	0	0	3.295	2.624	0.4201	0	1.211	4.061	0	0
TCGA-12-1099	4.98	20.6	0	79.37	13.7	6.345	0	17.05	0	37.71	1.638	0.4242	0	0	0	0	0
TCGA-12-1597	5.269	8.796	2.008	0	0	4.442	9.345	0	3.005	0	0.719	0	4.905	1.971	7.061	0	0
TCGA-12-1598	4.454	23.64	16.33	1.141	3.376	3.351	17.88	0	4.32	0	3.263	0	6.176	0	0	0	0
TCGA-12-1600	5.271	12.23	0	0	0.8823	0	5.082	0	8.117	1.6	1.945	0	0	15.49	7.194	0	0
TCGA-12-1601	5.333	18.28	0	0	2.972	0	0	0	0	3.989	1.469	0	11.34	0	0	0	0
TCGA-12-1602	5.009	11.97	4.84	23.98	4.16	5.42	5.235	0	0	0	3.834	2.322	18.15	0	0	0	10.91
TCGA-12-3644	5.499	1.498	0	0	0	0	2.537	0	0	0	0	0	0	16.73	1.652	0	0
TCGA-12-3646	4.964	4.293	9.307	24.35	2.082	6.462	7.294	0	3.192	0	0	1.138	0	0	0	0	0
TCGA-12-3648	4.355	42.56	15.38	0	1.997	0	0.9202	0	1.53	2.615	0.2335	0	3.079	0	0	0	0
TCGA-12-3649	5.133	35.25	0	1.589	6.099	0.1961	8.48	0	0	0	2.665	0	6.142	0	0	1.578	0
TCGA-12-3650	4.912	22.31	8.536	0	0.8927	0	3.178	0	3.152	0	2.839	0	0.9069	0	0	0	0
TCGA-12-3651	4.157	17	17.18	93.04	4.714	4.234	0	0	0	7.499	0	0	0	0	5.031	0	0
TCGA-12-3652	4.899	2.752	6.694	42.79	3.093	4.371	1.594	0	0	5.507	0	0.3738	3.494	3.559	5.894	1.266	0
TCGA-12-3653	4.73	3.794	14.27	31.56	0.6123	4.259	0	0	2.708	3.894	0.6564	0	1.061	4.144	0	0	0
TCGA-12-5295	5.428	18.31	0	0	0.6709	0.6534	0.5673	0	3.445	0	1.627	0	2.576	0	0	0	0
TCGA-12-5301	4.652	27	10.09	0	0	0	6.186	0	0	2.597	2.904	0	0	0	7.708	0	0
TCGA-13-0714	1.87	33.4	67.13	0	0	0	0	0	0	5.545	1.314	0	0	0	0	7.33	0
TCGA-13-0717	2.694	68.2	37.66	17.89	28.13	2.173	50.9	0	16.47	0	2.303	0	0	0	0	0	0
TCGA-13-0720	3.652	21.31	33.65	0	0	0	2.401	0	0	0	0	0.6252	0	3.19	6.675	0	0
TCGA-13-0723	3.149	62.52	30.67	25.35	18.04	0	5.928	1.536	18.11	1.492	0	0	2.175	6.778	0	2.023	0
TCGA-13-0724	2.644	0	36.69	87.76	28.05	1.439	0	48.18	0	33.77	0	0	10.34	0	0	0	17.2
TCGA-13-0725	3.21	32.34	42.64	0	0	0.4267	2.443	0	0	0	0	0.2144	0	0	0	0	0
TCGA-13-0726	3.25	24.72	42.86	0	0	0.8261	4.824	0	0	0	1.194	0.1429	0	0	0	0	0
TCGA-13-0727	3.544	47.21	32.67	23.2	1.48	3.946	4.015	0	4.492	1.908	1.859	0	0	0	0	0	0
TCGA-13-0730	3.388	34.84	35.26	5.658	7.022	1.721	6.275	2.992	17.15	5.017	0	0	2.056	0	0	0	0
TCGA-13-0751	1.725	90.1	57.17	8.206	9.601	0	5.729	1.01	0	29	0	0	0	0	0	0	0
TCGA-13-0755	3.418	27.67	39.24	0	0	0	0	0	0	0	0	0.7164	0	0	0	0	0
TCGA-13-0757	1.464	42.04	66.15	30.37	26.46	0	26.5	14.85	20.01	0	1.982	0	0	0	0	0	0
TCGA-13-0758	1.711	3.163	73.07	45.25	4.564	0	0	0.9199	0	4.793	0	0.3476	2.128	0	0	1.594	0
TCGA-13-0760	0	173.8	59.01	46.97	42.96	0	0	0	0	12.88	0	0	0	0	23.78	17.47	0
TCGA-13-0761	1.103	0	83.34	50.82	14.6	0	15.87	0	6.847	0	0	0.1846	0	0	0	0	0
TCGA-13-0762	2.367	38.18	46	72.87	19.53	1.587	0	14.49	0	0	0	0	5.008	0	0	3.84	11.64
TCGA-13-0764	1.618	171.3	33.76	76.45	57.7	0	0	9.128	33.44	0	0	0.9596	0	0	0	0	6.708
TCGA-13-0766	0.4355	26.73	88.06	49.86	9.112	0	6.922	0	0	4.68	0	0	0	0	0	1.922	36.29
TCGA-13-0791-c	1.29	115.5	0	393.3	105.7	0	0	81.55	0	61.64	0	0	2.034	0	17.28	2.724	0
TCGA-13-0792	0.3451	84.99	77.67	19.84	12.99	0	0	0	0	0	0	0	0	0	33.8	4.238	0
TCGA-13-0793	3.984	27.96	27.85	0	0	1.383	0	0	0	0	0	0	0	0	0	0	0
TCGA-13-0794	1.442	132.9	41.41	86.44	43.56	0	6.989	32.62	0	27.52	0	0	0	0	0	0	10.91
TCGA-13-0795	2.736	40.82	47.43	19.15	7.709	1.397	1.584	7.052	10.54	0	0	0	0	0	0	5.014	0
TCGA-13-0799	0	0	93.37	31.59	35.82	0	58.52	3.715	0	0	0	0.7908	0	0	0	2.516	0
TCGA-13-0800	3.79	27.91	26.94	13.38	7.284	3.487	6.504	0	17.34	11.77	0	0	7.527	0	0	0	0
TCGA-13-0801	1.097	0	73.83	72.88	15.2	0	19.98	0	0	21	0	0	0	0	0	2.982	22.6
TCGA-13-0802	3.398	60.59	23.86	31.94	26.41	1.725	3.283	17.89	25.31	0	0	1.373	4.368	0	0	0	0
TCGA-13-0803	2.425	49.52	50.32	33.6	8.523	0.7653	0	3.381	12.95	15.52	0	0	0	0	0	0	5.764
TCGA-13-0804	4.685	32.6	11.54	2.837	0	1.051	0	0	8.011	0	0.9976	0	0	0	2.929	0	0
TCGA-13-0805	3.993	19.69	28.8	0	0	0	1.614	0	0	0	0	0.2316	0	9.467	0	0	0
TCGA-13-0807	2.502	79.24	37.22	43.44	29.79	0	16.25	0	47.66	0	2.239	0.8904	2.152	0	0	0	0
TCGA-13-0883	2.108	46.88	61.63	5.734	1.549	2.248	0	9.114	0	0	0	0	0	0	8.855	0	0
TCGA-13-0884	1.67	38.33	72.78	15.66	1.04	0.7762	0	3.842	0	0	0	0	0	0	2.838	0	0
TCGA-13-0885	0	49.9	94.06	0	15.47	0	0	13.3	0	0	0	0	0	0	0	0	57.58
TCGA-13-0886	3.172	0	45.46	30.23	0	3.081	6.873	2.262	0	0	0	0	0	0	0	3.437	0
TCGA-13-0887	0.7404	1.162	86.96	50.09	8.684	0	11.13	0	0	0	4.821	0	0	0	0	0	33.4
TCGA-13-0888	2.596	65.42	37.81	46.85	30.68	2.188	2.937	20.99	3.926	0	0	0.911	16.31	0	0	0	0
TCGA-13-0889	3.161	51.17	39.73	0	0.6584	0	0	0	0	11.13	0	0	0	2.657	0	0	0
TCGA-13-0890	2.495	44.1	53.85	0	5.039	0.9447	4.291	1.212	2.83	0	0	0	0	0	0	0	0
TCGA-13-0891	0.8295	40.81	65.83	184.4	18.67	0	0	6.779	0	11.44	0	0	0	0	7.394	13.57	0
TCGA-13-0893	0.5447	117.3	71.74	39.54	24.94	0	0	9.625	0	0	0	0	0	0	0	6.212	15.44
TCGA-13-0897	1.98	35.58	63.42	0	0	0	3.889	1.297	0	0	0	0.2991	0	0	11.09	0	0
TCGA-13-0899	3.327	33.2	35.56	20.85	7.205	4.064	0	11.26	0	0	0	0	5.395	0	5.102	1.746	0
TCGA-13-0900	2.169	55.79	59.19	0	0	0	0	0	0	8.622	0.9388	0.4216	0	0	0	0	0
TCGA-13-0901	2.668	72.94	36.57	26.55	25.34	1.251	2.937	0	45.25	2.774	0.7098	0.5755	14.69	0	0	0	0
TCGA-13-0903	2.725	23.91	50.81	0	1.149	0	8.28	0	0	0	2.489	0	0	0	5.014	1.995	0
TCGA-13-0904	0.5217	80.99	82.17	26.56	19.16	0	7.227	5.15	0	0	0	0	0	0	0	6.846	0
TCGA-13-0905	1.946	44.61	63.58	0	0.29	0	0	0	0	4.188	0	0.5617	0	0	0	3	0
TCGA-13-0906	2.966	23.07	46.07	0	0.4101	0	1.262	0	3.044	0	0.3634	0.2186	0	2.657	10.5	0	0
TCGA-13-0908	2.565	33.99	51.89	1.785	3.149	0	7.533	0	0	0	0	0	0	0	6.57	2.123	0
TCGA-13-0910	3.71	52.84	27.01	0	1.685	0.9023	0	0	0	14.85	0	0	0	0	0	0	0
TCGA-13-0911	3.617	5.614	30.21	22.27	1.775	0	0	1.916	0	2.344	0	0	0	2.552	0	0	43.2
TCGA-13-0912	3.966	30.28	21.85	0	8.058	0	8.933	0	0	14.52	0	0	2.312	0	0	0	0
TCGA-13-0913-a	2.32	34.98	53.41	0	2.909	0	0	0	0	2.112	0.9349	0.9142	0	0	16.39	2.65	0
TCGA-13-0916	2.427	63.49	49.7	14.5	7.475	0.905	0	0	0	0	0	0	0	0	0	5.807	0
TCGA-13-0919	2.508	0	59.72	34.29	0	0.4911	0.7664	1.044	0	0	0	0.279	0	2.813	0	0	0
TCGA-13-0920	0	124.2	46.44	45.45	61.22	0	33.79	15.16	0	0	0	0	0	0	92.59	9.834	0
TCGA-13-0921	3.548	75.29	23.82	9.637	14.32	2.151	8.207	0	5.504	0	1.191	0	3.219	0	0	3.032	0
TCGA-13-0923	0.5029	56.69	91.95	0	8.299	0	13.04	0	0	0	0	0	0	0	0	0	9.473
TCGA-13-1403	2.3	40.66	55.96	0	6.548	0	8.714	0	4.678	1.87	2.877	0	0	0	0	4.273	0
TCGA-13-1404	1.996	30.35	63.26	0	7.888	0	16.04	0	0	0	4.262	0	0	0	0	0.9999	0
TCGA-13-1405	2.914	76.41	38.17	0	0	0	0	0	3.976	30.15	4.147	0	0	0	0	0	0
TCGA-13-1407	3.778	73.34	15.8	24.25	7.405	3.929	0	2.205	0	0	0	0	1.017	0	25.24	0	0
TCGA-13-1408	0	67.13	88.95	11.12	19.53	0	8.003	1.967	0	0	0	0	0	0	11.45	0	44.6
TCGA-13-1409	4.173	18.07	24.49	11.26	0.6227	3.641	3.639	0.7564	3.558	0	0	0.1114	0	2.367	0	0	0
TCGA-13-1410	3.172	81.14	28.85	33.15	19.39	2.095	2.897	0	24.48	7.524	0	0	0	0	0	0	0
TCGA-13-1412	2.443	22.13	58.08	0	0	0	0	0	0	0	0	0	0	0	8.599	0	0
TCGA-13-1479	4.25	24.56	20.13	18.11	2.355	3.334	2.367	0	17.03	0	0.3897	1.164	1.798	0.9977	0	0	5.459
TCGA-13-1481	0	10.76	99.69	0	12.77	0	28.01	0	5.356	0	0	0	0	0	31.24	0	0
TCGA-13-1482	3.088	20.16	45.72	0	0	0	0.9234	0	0	0	0	0.7801	0	1.611	0	0	0
TCGA-13-1483	2.102	22.22	64.35	0	5.618	0	24.41	0	4.137	0	1.206	0	0	0	0	0	0
TCGA-13-1484	4.553	13.76	17.11	14.37	0.5395	2.795	0	0	3.535	0	0	0	0	0	0	0	0
TCGA-13-1485	5.366	6.049	1.286	0	0	0.4241	0	1.327	0	1.595	0.3203	0	0	0	4.252	0	0
TCGA-13-1487	2.782	106.2	32.63	31.6	14.52	0.9702	0	0	3.942	17.58	0	0	0	0	0	0	0
TCGA-13-1488	1.162	32.44	81.46	0	6.602	0	34.48	0	0	0	2.074	0	0	0	0	0	0
TCGA-13-1489-c	1.711	0	67.92	84.14	9.703	0	0	6.128	0	0	0	0	0	3.241	0	6.747	0
TCGA-13-1491	3.61	31.87	32.94	0	0	0.4248	0	1.285	3.017	12.1	0	0	0	0	0	0	0
TCGA-13-1492	2.459	0	55.91	0	5.214	0	18.65	0	1.919	0	3.068	0	0	9.93	10.12	0	0
TCGA-13-1494	2.332	66.06	53.81	3.412	1.433	0	1.075	0	0	0	2.331	0.599	0	0	0	0	5.731
TCGA-13-1495	0.757	52.54	55.59	165.1	46.18	0	0	57.07	0	17.34	0	0	0	0	6.192	21.19	0
TCGA-13-1496	2.614	47.66	41.75	41.86	23.91	1.98	6.049	25.42	5.488	2.952	0	0.9468	2.814	0	0	0	0
TCGA-13-1497	0	88.02	71.19	4.707	29.61	0	21.25	0	0	0	0	0	0	0	39.89	5.785	50.51
TCGA-13-1498	1.322	54.14	75.69	0	0	0	0	0	0	0	5.599	0.2881	0	0	0	2.301	0
TCGA-13-1499	2.224	38.15	62.58	0	0	0.4849	0	2.507	0	0	0	0	6.603	0	0	0	0
TCGA-13-1500	4.299	3.502	21.86	35.63	3.206	5.102	4.217	0.6092	5.796	2.456	0	0	0	0	0	0	0
TCGA-13-1501	1.093	83.77	78.05	3.914	2.839	0	0	0	0	0	0	0.412	0	0	0	2.76	0
TCGA-13-1504	2.866	43.76	35.38	47.67	28.69	1.584	0	35.93	15.13	0	0	0.4889	4.494	0	0	0	0
TCGA-13-1505	1.148	73.34	57.33	20.16	54.84	0	82.99	10.05	10.14	0	0	0.2584	0	0	0	0	0
TCGA-13-1506	1.209	41.84	71.7	8.793	7.429	0	8.164	8.112	0	36.91	0	0	0	1.193	0	0	27.38
TCGA-13-1507	1.887	49.87	59.87	18.59	18.52	0	14.23	8.393	11.95	0	1.373	0	0.2733	1.569	0	0	0
TCGA-13-1509	2.085	63.6	59.64	0	3.573	0	4.688	0	4.177	8.749	2.052	0	0	4.837	0	0	0
TCGA-13-1510	1.466	96.56	63.11	0	9.185	0	11.49	0	0	4.957	0.7243	0	0	0	0	5.661	0
TCGA-13-1511	0.7097	263.3	43.29	11.22	20.64	0	0	0	0	31.85	0	0	1.381	0	6.285	1.627	0
TCGA-13-1512	2.05	55.04	60.7	0	1.69	0	0	0	0	2.47	0	0.2086	0	0.8928	0	2.15	0
TCGA-13-1817-c	4.191	4.273	26.34	0	0	0	8.349	1.409	0	0	0	0.5551	0	12.94	0	0	0
TCGA-13-1819-c	0	54.64	75.51	0	39.81	0	58.94	0	0	0	0	1.208	0	0	50.25	0	0
TCGA-13-2057	1.375	54.31	68.31	17.21	17.4	0	8.019	17.77	14.84	0	0	0.9971	10.45	0	0	0	13.19
TCGA-13-2059	0	76.44	88.26	32.08	31.11	0	11.46	13.49	0	0	0	0	0	0	0	11.1	0
TCGA-13-2060	1.915	50.93	53.12	42.22	23.11	0	0	8.461	26.71	1.581	0	0	0.7952	0	0	7.504	0
TCGA-13-2061	0.71	47.18	75.29	23.26	28.42	0	39.81	0	0	0	2.71	0	0	0	0	0	40.32
TCGA-13-2065	2.934	5.363	48.15	37.04	3.096	3.092	5.313	2.521	3.142	0	0	0	0	0	6.581	0	0
TCGA-13-2066	0.5856	102.7	61.04	52.35	60.99	0	22.9	29.24	8.076	0	0	0.615	25.33	0	0	0	8.686
TCGA-13-2071	2.323	54.49	52.32	0	4.689	0	0	0	0	0	0	0	0	0	12.59	2.145	0
TCGA-13-A5FT	0.7151	273.6	39.16	0	20.63	0	0	0	0	73.04	0	0	0	0	0	0	0
TCGA-13-A5FU	2.144	28.91	55.04	15.66	18.91	1.525	17.37	17.44	16.83	14.66	0	0	6.698	0	0	0	0
TCGA-14-0736-b	4.72	0	9.137	10.58	9.573	5.76	0	30.79	0	5.003	1.311	0.4066	18.34	0	8.208	1.123	0
TCGA-14-0740	4.691	24.69	9.019	19.71	4.975	5.234	5.577	10.25	0	0	6.808	0.3022	16.06	1.902	0	0	9.198
